,student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,Age_Group
749,S1749,0.1428571428571428,Female,3.7,4.0,1.0,No,70.1,6.7,Good,0,Bachelor,Poor,9,Yes,0.6910569105691058,"(15, 20]"
750,S1750,1.0,Female,6.1,1.9,0.2,No,97.6,5.9,Poor,6,Bachelor,Poor,6,No,0.9796747967479675,"(20, 25]"
751,S1751,0.5714285714285716,Female,6.8,2.9,2.0,No,80.0,5.4,Fair,0,High School,Average,7,No,0.948509485094851,"(20, 25]"
752,S1752,0.1428571428571428,Male,4.5,1.6,2.9,Yes,72.3,4.4,Good,3,High School,Good,4,Yes,0.6111111111111112,"(15, 20]"
753,S1753,0.1428571428571428,Male,4.3,3.4,0.9,No,83.3,5.7,Fair,1,Master,Good,2,No,0.4471544715447155,"(15, 20]"
754,S1754,0.1428571428571428,Female,0.8,3.3,0.2,No,85.7,7.1,Good,4,Bachelor,Poor,9,No,0.3468834688346884,"(15, 20]"
755,S1755,0.7142857142857144,Male,2.7,4.7,1.7,Yes,67.5,5.7,Poor,2,Master,Good,9,No,0.44850948509485095,"(20, 25]"
756,S1756,0.1428571428571428,Male,2.3,2.3,1.7,No,88.3,6.2,Good,4,Bachelor,Good,4,No,0.437669376693767,"(15, 20]"
757,S1757,0.2857142857142856,Female,2.6,3.3,2.4,No,74.5,7.1,Fair,0,Master,Good,3,Yes,0.24796747967479676,"(15, 20]"
758,S1758,0.0,Male,3.2,2.6,2.8,No,100.0,7.1,Fair,1,High School,Good,10,Yes,0.6666666666666667,"(15, 20]"
759,S1759,0.8571428571428572,Female,2.8,4.1,1.7,Yes,90.2,5.2,Fair,1,Bachelor,Average,6,Yes,0.3888888888888889,"(20, 25]"
760,S1760,0.4285714285714284,Male,0.5,1.6,3.8,Yes,81.0,7.7,Good,4,,Average,3,Yes,0.05420054200542007,"(15, 20]"
761,S1761,0.1428571428571428,Female,4.6,3.4,2.0,No,77.5,7.9,Good,0,Bachelor,Good,1,Yes,0.6178861788617886,"(15, 20]"
762,S1762,0.5714285714285716,Male,1.9,2.3,1.4,No,84.0,5.1,Fair,4,High School,Poor,4,No,0.3468834688346884,"(20, 25]"
763,S1763,0.1428571428571428,Male,3.9,2.4,0.0,Yes,91.1,5.5,Good,3,High School,Poor,1,Yes,0.45121951219512196,"(15, 20]"
764,S1764,0.5714285714285716,Male,6.6,2.6,1.5,No,84.7,7.9,Fair,1,Master,Poor,2,No,0.9539295392953928,"(20, 25]"
765,S1765,0.2857142857142856,Male,2.1,2.8,1.4,Yes,82.8,6.3,Poor,1,Master,Average,3,No,0.24254742547425484,"(15, 20]"
766,S1766,0.5714285714285716,Male,0.0,2.4,2.9,No,85.6,3.8,Poor,3,,Average,8,No,0.0582655826558266,"(20, 25]"
767,S1767,1.0,Male,3.1,2.8,2.3,No,79.0,4.8,Poor,0,Bachelor,Average,10,No,0.5081300813008132,"(20, 25]"
768,S1768,0.4285714285714284,Female,5.2,4.4,0.5,No,81.6,6.2,Fair,1,High School,Poor,4,No,0.6476964769647697,"(15, 20]"
769,S1769,0.0,Male,6.4,3.7,2.0,No,64.1,5.1,Fair,6,High School,Good,4,No,0.9837398373983739,"(15, 20]"
770,S1770,0.5714285714285716,Female,1.7,3.5,2.5,No,94.7,6.0,Good,5,Bachelor,Good,10,No,0.3631436314363144,"(20, 25]"
771,S1771,0.5714285714285716,Female,4.2,2.0,3.5,No,88.0,6.5,Good,5,High School,Average,9,No,0.7913279132791327,"(20, 25]"
772,S1772,0.0,Female,2.8,1.4,2.8,No,77.3,8.3,Poor,5,Master,Poor,7,No,0.6341463414634148,"(15, 20]"
773,S1773,0.4285714285714284,Male,3.3,3.6,2.6,No,100.0,6.2,Fair,2,High School,Poor,2,Yes,0.41869918699187,"(15, 20]"
774,S1774,0.1428571428571428,Female,7.5,3.6,1.9,Yes,85.9,7.8,Fair,6,Bachelor,Average,3,No,1.0,"(15, 20]"
775,S1775,0.5714285714285716,Male,1.2,4.3,2.2,No,74.6,8.2,Fair,2,Bachelor,Average,4,No,0.1355013550135502,"(20, 25]"
776,S1776,0.0,Male,3.9,1.8,3.2,No,93.6,8.2,Poor,0,High School,Average,4,No,0.5338753387533874,"(15, 20]"
777,S1777,1.0,Other,4.2,2.2,0.3,Yes,89.0,6.8,Poor,3,High School,Good,10,Yes,0.8306233062330624,"(20, 25]"
778,S1778,1.0,Male,5.1,0.5,1.4,No,88.9,4.1,Good,4,Bachelor,Average,8,No,1.0,"(20, 25]"
779,S1779,0.2857142857142856,Female,3.6,2.0,1.0,Yes,80.7,7.1,Good,6,Bachelor,Average,10,No,0.8048780487804879,"(15, 20]"
780,S1780,0.0,Female,4.0,3.7,2.2,No,89.5,7.8,Poor,0,High School,Average,10,Yes,0.8563685636856371,"(15, 20]"
781,S1781,0.2857142857142856,Female,2.9,1.9,3.2,No,82.4,6.4,Fair,4,Bachelor,Good,6,No,0.5514905149051492,"(15, 20]"
782,S1782,1.0,Female,3.9,3.3,1.1,Yes,90.6,8.6,Fair,0,,Good,3,No,0.40379403794037944,"(20, 25]"
783,S1783,0.4285714285714284,Male,3.0,2.3,0.0,No,66.0,7.5,Good,2,High School,Good,9,No,0.7005420054200544,"(15, 20]"
784,S1784,0.1428571428571428,Male,4.4,2.9,1.3,No,80.7,7.2,Fair,5,High School,Good,10,No,0.8821138211382114,"(15, 20]"
785,S1785,0.0,Female,2.9,1.1,2.8,No,100.0,7.8,Poor,3,,Average,8,No,0.5718157181571817,"(15, 20]"
786,S1786,0.8571428571428572,Male,4.1,2.6,2.4,No,77.3,6.9,Good,2,Bachelor,Average,9,No,0.8008130081300813,"(20, 25]"
787,S1787,1.0,Male,3.5,0.0,2.3,No,79.0,3.5,Fair,3,Bachelor,Good,5,Yes,0.5176151761517616,"(20, 25]"
788,S1788,1.0,Male,5.2,2.3,1.5,No,80.5,5.9,Fair,6,Master,Poor,3,No,0.7669376693766938,"(20, 25]"
789,S1789,0.8571428571428572,Male,3.4,0.5,0.4,No,72.9,7.9,Fair,4,Bachelor,Good,4,No,0.7018970189701896,"(20, 25]"
790,S1790,0.7142857142857144,Male,0.8,3.9,2.4,No,62.9,5.5,Fair,0,Master,Good,5,No,0.07181571815718163,"(20, 25]"
791,S1791,1.0,Male,5.4,3.4,0.9,No,82.7,6.2,Fair,1,Bachelor,Good,9,No,0.8956639566395663,"(20, 25]"
792,S1792,0.5714285714285716,Female,2.1,3.1,4.2,No,86.4,5.2,Fair,1,Bachelor,Poor,9,Yes,0.3238482384823849,"(20, 25]"
793,S1793,0.4285714285714284,Female,2.5,4.3,2.4,No,84.5,8.6,Fair,3,Master,Good,3,No,0.3143631436314363,"(15, 20]"
794,S1794,0.0,Female,2.6,1.4,1.2,No,83.6,8.5,Poor,5,Bachelor,Average,7,No,0.7330623306233062,"(15, 20]"
795,S1795,0.8571428571428572,Male,5.6,4.6,1.1,No,85.4,5.4,Good,5,,Poor,6,Yes,0.8604336043360434,"(20, 25]"
796,S1796,0.5714285714285716,Male,0.3,3.6,1.7,No,95.2,6.7,Poor,3,Bachelor,Average,4,Yes,0.10027100271002715,"(20, 25]"
797,S1797,0.8571428571428572,Male,8.2,2.2,1.5,No,83.1,5.7,Poor,2,Master,Good,5,Yes,1.0,"(20, 25]"
798,S1798,0.0,Female,5.1,3.9,3.0,No,79.3,7.2,Good,1,Bachelor,Average,10,No,0.8726287262872627,"(15, 20]"
799,S1799,0.2857142857142856,Female,3.8,1.2,2.0,No,82.2,7.1,Good,2,Bachelor,Average,2,Yes,0.5433604336043361,"(15, 20]"
800,S1800,0.0,Male,3.4,1.5,1.0,No,90.8,7.5,Good,4,Bachelor,Poor,7,Yes,0.8116531165311653,"(15, 20]"
801,S1801,0.7142857142857144,Female,3.9,1.8,3.9,No,99.1,6.9,Fair,1,Master,Good,4,No,0.5325203252032522,"(20, 25]"
802,S1802,0.0,Male,4.3,1.9,1.9,No,78.7,10.0,Fair,4,,Good,2,No,0.7682926829268293,"(15, 20]"
803,S1803,0.0,Female,4.5,1.2,2.6,No,86.0,5.3,Good,0,Bachelor,Good,6,Yes,0.6788617886178863,"(15, 20]"
804,S1804,0.7142857142857144,Female,4.3,4.0,1.1,Yes,88.4,4.4,Good,2,High School,Average,2,Yes,0.4444444444444445,"(20, 25]"
805,S1805,0.4285714285714284,Female,3.6,2.2,2.2,No,75.1,6.0,Fair,3,Bachelor,Average,10,Yes,0.6761517615176151,"(15, 20]"
806,S1806,1.0,Female,3.2,2.9,2.1,No,85.2,4.6,Good,1,Bachelor,Good,2,Yes,0.19105691056910573,"(20, 25]"
807,S1807,0.0,Female,3.3,1.8,0.0,No,70.3,4.7,Poor,2,High School,Average,7,Yes,0.5284552845528456,"(15, 20]"
808,S1808,0.7142857142857144,Male,3.2,0.3,4.0,Yes,67.3,5.3,Good,3,High School,Good,1,No,0.23983739837398382,"(20, 25]"
809,S1809,0.5714285714285716,Female,5.2,2.8,3.2,No,88.7,5.4,Good,0,Bachelor,Good,7,Yes,0.8577235772357723,"(20, 25]"
810,S1810,0.2857142857142856,Male,4.4,0.2,1.4,No,81.2,5.4,Good,1,High School,Average,10,No,0.7384823848238482,"(15, 20]"
811,S1811,0.2857142857142856,Female,0.0,2.4,0.6,Yes,87.0,7.1,Good,4,High School,Average,5,No,0.3631436314363144,"(15, 20]"
812,S1812,0.0,Female,4.5,0.9,2.2,No,84.8,5.9,Good,0,Bachelor,Good,1,No,0.6016260162601625,"(15, 20]"
813,S1813,0.4285714285714284,Female,3.8,4.9,1.9,No,75.2,6.3,Poor,5,High School,Average,6,No,0.5325203252032522,"(15, 20]"
814,S1814,0.4285714285714284,Male,3.5,3.6,2.2,No,84.5,7.6,Fair,3,High School,Average,7,No,0.6626016260162602,"(15, 20]"
815,S1815,0.5714285714285716,Female,2.9,2.6,2.0,No,72.7,5.6,Poor,1,Master,Good,1,No,0.2344173441734418,"(20, 25]"
816,S1816,0.0,Female,5.2,4.0,2.4,No,98.9,6.2,Fair,1,High School,Average,9,No,0.7371273712737128,"(15, 20]"
817,S1817,0.2857142857142856,Female,4.9,1.5,3.4,No,71.4,6.9,Good,6,High School,Good,7,Yes,0.840108401084011,"(15, 20]"
818,S1818,0.4285714285714284,Male,2.3,3.2,2.4,No,83.0,4.2,Fair,6,Bachelor,Poor,1,Yes,0.3021680216802169,"(15, 20]"
819,S1819,0.0,Male,4.1,2.7,0.6,No,74.6,3.6,Fair,0,Bachelor,Good,3,No,0.556910569105691,"(15, 20]"
820,S1820,0.8571428571428572,Male,2.0,2.8,3.3,No,90.7,6.9,Fair,1,Master,Poor,5,No,0.331978319783198,"(20, 25]"
821,S1821,0.4285714285714284,Male,1.4,4.0,3.6,No,81.7,7.1,Good,3,Master,Poor,4,No,0.12466124661246614,"(15, 20]"
822,S1822,0.7142857142857144,Female,2.6,3.4,5.3,No,79.8,9.0,Poor,0,Bachelor,Good,2,No,0.31029810298102983,"(20, 25]"
823,S1823,0.8571428571428572,Male,4.8,2.8,0.6,No,93.5,6.7,Fair,4,High School,Good,1,No,0.802168021680217,"(20, 25]"
824,S1824,1.0,Other,4.9,0.5,2.1,No,85.3,7.5,Poor,0,,Average,4,No,0.7818428184281845,"(20, 25]"
825,S1825,0.4285714285714284,Male,4.3,1.3,0.0,Yes,90.2,6.3,Good,0,High School,Average,7,No,0.869918699186992,"(15, 20]"
826,S1826,0.2857142857142856,Male,4.6,2.4,2.4,No,75.2,6.9,Poor,4,High School,Good,4,No,0.8346883468834689,"(15, 20]"
827,S1827,0.1428571428571428,Female,4.3,2.6,1.2,No,71.0,8.5,Good,5,Bachelor,Average,9,No,0.8306233062330624,"(15, 20]"
828,S1828,0.8571428571428572,Female,2.5,1.1,3.9,No,86.1,4.0,Fair,6,Bachelor,Good,8,No,0.4336043360433605,"(20, 25]"
829,S1829,1.0,Female,4.1,5.4,0.9,No,81.8,7.0,Poor,3,,Good,8,Yes,0.6368563685636857,"(20, 25]"
830,S1830,0.5714285714285716,Female,4.7,4.3,0.0,No,91.3,9.1,Good,5,Bachelor,Good,5,No,0.7764227642276422,"(20, 25]"
831,S1831,0.5714285714285716,Female,4.6,3.2,1.3,No,84.2,6.8,Poor,5,High School,Average,1,Yes,0.6964769647696476,"(20, 25]"
832,S1832,0.2857142857142856,Male,5.3,2.6,0.0,Yes,87.1,8.5,Fair,5,High School,Average,9,Yes,0.9783197831978321,"(15, 20]"
833,S1833,0.4285714285714284,Other,4.6,2.2,2.6,No,68.8,5.7,Poor,6,Bachelor,Good,2,No,0.7086720867208671,"(15, 20]"
834,S1834,0.0,Other,4.0,1.4,0.0,Yes,100.0,6.5,Fair,2,High School,Poor,6,Yes,0.7439024390243902,"(15, 20]"
835,S1835,0.4285714285714284,Female,5.1,2.6,1.8,No,83.4,6.5,Fair,6,High School,Average,10,No,1.0,"(15, 20]"
836,S1836,0.2857142857142856,Male,3.5,2.8,0.0,No,92.0,3.8,Fair,5,,Poor,5,Yes,0.440379403794038,"(15, 20]"
837,S1837,0.5714285714285716,Female,2.2,1.0,1.4,No,76.6,5.1,Poor,2,High School,Poor,10,No,0.49322493224932257,"(20, 25]"
838,S1838,0.4285714285714284,Male,3.3,2.9,3.6,No,88.1,5.2,Fair,4,Bachelor,Average,8,Yes,0.46205962059620603,"(15, 20]"
839,S1839,0.5714285714285716,Male,2.4,2.3,2.2,No,72.0,7.5,Good,6,Master,Average,3,No,0.5108401084010841,"(20, 25]"
840,S1840,0.8571428571428572,Male,2.5,0.2,0.9,Yes,89.5,7.5,Good,3,High School,Good,6,Yes,0.7289972899728998,"(20, 25]"
841,S1841,1.0,Male,3.3,1.5,1.8,Yes,81.4,6.9,Fair,5,High School,Average,6,No,0.49322493224932257,"(20, 25]"
842,S1842,0.0,Female,2.3,2.0,1.8,No,85.3,7.5,Fair,1,Bachelor,Average,10,No,0.6124661246612468,"(15, 20]"
843,S1843,0.8571428571428572,Female,3.0,4.8,2.3,Yes,92.0,6.3,Fair,4,Master,Poor,3,No,0.4661246612466125,"(20, 25]"
844,S1844,0.5714285714285716,Female,0.7,3.2,0.3,Yes,72.7,7.9,Fair,2,High School,Good,7,Yes,0.28455284552845533,"(20, 25]"
845,S1845,0.5714285714285716,Male,3.8,0.9,2.5,No,78.2,6.5,Poor,6,High School,Average,4,Yes,0.7032520325203251,"(20, 25]"
846,S1846,0.1428571428571428,Male,3.5,3.1,0.0,No,89.6,6.6,Fair,3,Bachelor,Good,5,Yes,0.6680216802168022,"(15, 20]"
847,S1847,0.1428571428571428,Male,2.3,0.6,1.1,No,100.0,6.2,Fair,0,Bachelor,Good,9,No,0.6409214092140922,"(15, 20]"
848,S1848,0.8571428571428572,Other,4.5,3.8,1.3,No,83.6,7.3,Fair,3,High School,Poor,6,No,0.6558265582655827,"(20, 25]"
849,S1849,0.7142857142857144,Male,4.9,1.9,2.5,No,90.9,6.0,Fair,3,Bachelor,Average,10,No,0.9823848238482387,"(20, 25]"
850,S1850,0.8571428571428572,Female,1.1,2.4,1.8,No,83.9,7.7,Good,5,High School,Average,4,Yes,0.3116531165311654,"(20, 25]"
851,S1851,0.1428571428571428,Female,2.4,4.1,0.3,No,100.0,5.1,Poor,5,Bachelor,Good,8,No,0.5582655826558267,"(15, 20]"
852,S1852,0.5714285714285716,Male,2.3,1.0,0.7,No,67.5,5.2,Good,6,Bachelor,Good,9,No,0.6273712737127373,"(20, 25]"
853,S1853,0.2857142857142856,Female,2.1,0.8,2.0,No,85.9,7.3,Good,6,Master,Good,10,Yes,0.5718157181571817,"(15, 20]"
854,S1854,0.8571428571428572,Female,4.7,1.8,1.7,No,68.7,6.4,Fair,2,High School,Average,5,No,0.5934959349593496,"(20, 25]"
855,S1855,0.5714285714285716,Female,3.2,3.7,1.2,No,59.9,6.0,Fair,6,High School,Good,2,No,0.405149051490515,"(20, 25]"
856,S1856,0.2857142857142856,Female,3.1,0.7,1.3,Yes,88.0,7.6,Fair,2,High School,Poor,6,Yes,0.7493224932249323,"(15, 20]"
857,S1857,0.2857142857142856,Male,0.5,0.0,2.6,Yes,86.4,5.8,Poor,5,Master,Poor,8,Yes,0.25474254742547425,"(15, 20]"
858,S1858,0.1428571428571428,Male,4.5,2.0,1.2,Yes,82.2,6.3,Fair,5,High School,Good,5,Yes,0.788617886178862,"(15, 20]"
859,S1859,0.8571428571428572,Female,1.6,3.2,1.7,No,83.9,8.2,Good,1,High School,Good,1,No,0.14363143631436315,"(20, 25]"
860,S1860,0.4285714285714284,Female,3.6,3.9,4.2,No,100.0,8.3,Poor,1,High School,Poor,8,Yes,0.5338753387533874,"(15, 20]"
861,S1861,0.0,Male,3.9,1.9,0.2,No,82.4,8.4,Fair,4,Bachelor,Poor,9,Yes,0.9119241192411924,"(15, 20]"
862,S1862,0.1428571428571428,Female,5.5,2.0,0.0,No,90.1,6.2,Good,5,High School,Poor,1,No,0.9146341463414636,"(15, 20]"
863,S1863,0.1428571428571428,Female,1.5,3.9,2.7,No,78.5,8.0,Good,0,High School,Poor,8,Yes,0.21815718157181568,"(15, 20]"
864,S1864,0.4285714285714284,Female,0.0,0.3,1.1,Yes,88.0,5.4,Fair,1,High School,Average,10,Yes,0.36720867208672087,"(15, 20]"
865,S1865,0.0,Male,3.8,2.0,1.4,No,82.6,5.4,Good,2,Master,Good,2,No,0.5379403794037942,"(15, 20]"
866,S1866,0.5714285714285716,Female,6.2,2.7,0.9,No,80.9,3.7,Fair,3,Bachelor,Good,4,Yes,0.8360433604336044,"(20, 25]"
867,S1867,0.7142857142857144,Female,5.4,3.0,1.5,No,100.0,8.5,Poor,6,Bachelor,Good,2,No,0.9254742547425474,"(20, 25]"
868,S1868,0.8571428571428572,Male,3.8,1.9,3.6,No,96.8,5.5,Fair,6,Master,Good,2,No,0.6991869918699187,"(20, 25]"
869,S1869,0.7142857142857144,Male,2.8,2.5,2.7,Yes,86.4,6.3,Fair,4,Master,Average,10,No,0.6558265582655827,"(20, 25]"
870,S1870,0.5714285714285716,Other,4.7,0.0,2.7,Yes,62.0,5.4,Good,1,High School,Good,3,No,0.5596205962059622,"(20, 25]"
871,S1871,1.0,Male,2.0,1.7,0.2,Yes,81.4,7.3,Poor,3,Master,Good,8,Yes,0.5460704607046072,"(20, 25]"
872,S1872,0.1428571428571428,Female,4.2,3.0,0.5,No,100.0,6.0,Fair,3,,Average,4,No,0.7073170731707319,"(15, 20]"
873,S1873,0.0,Female,4.3,1.3,0.0,No,82.7,4.9,Fair,1,High School,Good,7,No,0.7953929539295395,"(15, 20]"
874,S1874,0.1428571428571428,Male,5.1,2.6,0.9,No,96.0,7.0,Fair,0,Master,Average,10,No,0.9539295392953928,"(15, 20]"
875,S1875,0.2857142857142856,Female,7.6,3.0,2.9,No,99.4,4.8,Poor,0,High School,Good,3,No,1.0,"(15, 20]"
876,S1876,0.1428571428571428,Male,4.1,2.1,2.4,No,87.2,5.5,Fair,4,High School,Good,10,No,0.7710027100271002,"(15, 20]"
877,S1877,0.1428571428571428,Female,2.7,2.7,1.6,No,76.6,4.0,Good,0,High School,Average,3,No,0.14498644986449866,"(15, 20]"
878,S1878,0.5714285714285716,Male,3.5,1.3,1.8,Yes,60.6,4.8,Fair,4,Bachelor,Good,2,No,0.45799457994579956,"(20, 25]"
879,S1879,0.5714285714285716,Female,0.8,2.3,1.0,No,91.8,6.7,Fair,2,High School,Poor,6,No,0.24525745257452575,"(20, 25]"
880,S1880,0.5714285714285716,Male,2.5,3.2,2.0,No,76.9,4.1,Fair,1,Bachelor,Good,6,No,0.2086720867208673,"(20, 25]"
881,S1881,0.7142857142857144,Male,2.9,2.7,2.6,Yes,86.8,4.7,Fair,3,Master,Average,1,No,0.26151761517615185,"(20, 25]"
882,S1882,0.2857142857142856,Other,2.7,1.8,0.0,No,72.5,6.5,Fair,4,Bachelor,Poor,7,No,0.5691056910569108,"(15, 20]"
883,S1883,1.0,Male,3.7,2.8,2.1,No,82.3,5.8,Good,6,High School,Average,4,No,0.6680216802168022,"(20, 25]"
884,S1884,1.0,Female,2.3,3.4,2.8,No,85.3,8.9,Good,0,Master,Good,3,No,0.19918699186991867,"(20, 25]"
885,S1885,0.5714285714285716,Male,5.2,0.0,1.3,No,87.7,8.7,Fair,6,High School,Poor,8,No,1.0,"(20, 25]"
886,S1886,0.0,Female,3.5,3.9,2.6,No,73.9,5.5,Fair,4,High School,Good,2,Yes,0.5338753387533874,"(15, 20]"
887,S1887,0.7142857142857144,Male,3.5,2.1,4.9,No,97.0,7.2,Good,5,,Poor,9,No,0.6734417344173442,"(20, 25]"
888,S1888,0.4285714285714284,Other,3.0,3.0,1.7,Yes,79.0,7.4,Fair,4,Bachelor,Good,8,Yes,0.5907859078590787,"(15, 20]"
889,S1889,0.0,Male,3.7,3.9,2.2,Yes,68.3,5.8,Fair,0,High School,Good,8,No,0.5474254742547426,"(15, 20]"
890,S1890,0.8571428571428572,Male,4.7,0.9,1.0,Yes,83.9,4.7,Fair,5,High School,Average,3,No,0.7899728997289974,"(20, 25]"
891,S1891,0.8571428571428572,Male,2.2,1.6,2.0,Yes,85.3,6.5,Good,5,High School,Average,4,Yes,0.5338753387533874,"(20, 25]"
892,S1892,0.0,Male,2.5,2.2,2.3,No,86.6,6.3,Fair,0,High School,Good,2,No,0.2791327913279133,"(15, 20]"
893,S1893,0.5714285714285716,Female,3.0,1.6,2.0,No,98.6,6.0,Good,5,Bachelor,Good,2,No,0.5623306233062331,"(20, 25]"
894,S1894,0.4285714285714284,Male,1.5,4.6,0.7,Yes,82.6,7.0,Good,1,Bachelor,Good,4,Yes,0.2601626016260163,"(15, 20]"
895,S1895,0.4285714285714284,Female,2.3,1.5,2.0,No,83.8,5.6,Fair,3,Bachelor,Average,6,No,0.4173441734417345,"(15, 20]"
896,S1896,0.7142857142857144,Male,2.8,1.8,3.4,Yes,74.0,5.1,Good,6,High School,Average,5,No,0.43631436314363153,"(20, 25]"
897,S1897,0.4285714285714284,Male,4.8,2.7,2.3,No,93.2,6.6,Good,1,High School,Good,1,Yes,0.6043360433604337,"(15, 20]"
898,S1898,0.8571428571428572,Female,3.9,1.1,2.9,No,86.8,7.0,Fair,1,Master,Average,10,No,0.6707317073170733,"(20, 25]"
899,S1899,0.2857142857142856,Female,3.8,2.0,1.5,No,80.8,5.1,Poor,0,,Average,1,No,0.39972899728997296,"(15, 20]"
900,S1900,0.5714285714285716,Male,4.8,2.9,2.6,No,66.0,7.6,Poor,0,Master,Average,6,Yes,0.7574525745257452,"(20, 25]"
901,S1901,0.4285714285714284,Male,3.3,2.1,2.1,No,99.4,4.4,Fair,6,High School,Good,3,Yes,0.6124661246612468,"(15, 20]"
902,S1902,0.7142857142857144,Male,4.1,2.4,0.8,No,72.7,5.8,Fair,3,Master,Good,3,No,0.5487804878048781,"(20, 25]"
903,S1903,0.8571428571428572,Female,3.3,1.9,2.2,No,79.1,6.2,Fair,4,High School,Average,7,No,0.6056910569105693,"(20, 25]"
904,S1904,0.2857142857142856,Female,3.9,0.7,0.7,Yes,88.6,5.7,Poor,1,High School,Poor,1,Yes,0.6341463414634148,"(15, 20]"
905,S1905,0.1428571428571428,Male,2.6,2.9,1.1,Yes,73.0,5.8,Good,5,Bachelor,Poor,1,Yes,0.3753387533875339,"(15, 20]"
906,S1906,0.1428571428571428,Female,0.0,4.6,2.0,Yes,70.1,8.7,Fair,3,Bachelor,Average,10,No,0.23306233062330622,"(15, 20]"
907,S1907,0.2857142857142856,Female,3.3,2.5,2.1,No,63.8,5.5,Fair,1,High School,Average,3,No,0.3956639566395664,"(15, 20]"
908,S1908,0.8571428571428572,Female,5.6,2.8,0.5,Yes,92.2,9.4,Fair,4,Bachelor,Good,8,No,1.0,"(20, 25]"
909,S1909,0.7142857142857144,Female,4.9,3.3,3.0,No,79.5,7.0,Fair,5,Bachelor,Average,1,No,0.6178861788617886,"(20, 25]"
910,S1910,0.2857142857142856,Male,4.9,1.0,2.4,No,100.0,6.6,Fair,1,,Average,10,No,0.853658536585366,"(15, 20]"
911,S1911,0.5714285714285716,Male,5.4,4.5,1.0,No,75.1,7.1,Fair,2,,Good,4,No,0.7818428184281845,"(20, 25]"
912,S1912,0.5714285714285716,Male,3.6,2.7,0.1,No,75.8,9.5,Poor,6,High School,Average,9,No,0.8523035230352303,"(20, 25]"
913,S1913,0.1428571428571428,Male,3.8,4.5,1.6,Yes,79.3,5.3,Good,3,High School,Good,4,No,0.3699186991869919,"(15, 20]"
914,S1914,0.4285714285714284,Female,2.6,1.6,1.3,Yes,87.4,5.2,Good,6,Bachelor,Poor,10,No,0.6327913279132793,"(15, 20]"
915,S1915,0.7142857142857144,Female,3.0,4.7,1.9,No,80.3,5.6,Fair,0,High School,Average,8,No,0.47154471544715454,"(20, 25]"
916,S1916,0.1428571428571428,Male,4.4,3.4,1.4,No,91.1,6.5,Good,1,High School,Good,7,No,0.5813008130081301,"(15, 20]"
917,S1917,0.4285714285714284,Male,5.3,3.2,0.0,No,75.2,4.4,Good,5,High School,Good,3,No,0.6910569105691058,"(15, 20]"
918,S1918,0.4285714285714284,Male,3.3,2.8,1.4,Yes,71.2,6.5,Poor,5,Bachelor,Average,7,No,0.6192411924119243,"(15, 20]"
919,S1919,1.0,Female,2.8,2.2,1.5,No,67.0,8.5,Good,3,High School,Good,7,Yes,0.6571815718157181,"(20, 25]"
920,S1920,0.5714285714285716,Male,3.5,3.9,2.5,Yes,62.8,6.7,Good,3,,Good,10,No,0.6544715447154472,"(20, 25]"
921,S1921,0.8571428571428572,Female,4.4,2.7,1.0,No,79.8,6.1,Fair,6,,Average,3,No,0.802168021680217,"(20, 25]"
922,S1922,0.0,Male,1.3,0.1,3.6,No,82.0,5.8,Poor,5,Master,Average,2,Yes,0.24525745257452575,"(15, 20]"
923,S1923,0.8571428571428572,Male,0.1,1.2,0.0,No,78.7,7.6,Poor,5,High School,Good,9,No,0.36856368563685643,"(20, 25]"
924,S1924,0.0,Other,2.7,2.3,3.2,Yes,97.4,5.5,Poor,5,Bachelor,Average,1,Yes,0.42276422764227645,"(15, 20]"
925,S1925,0.2857142857142856,Other,1.7,2.9,1.6,Yes,97.3,8.7,Good,1,,Good,7,No,0.37127371273712745,"(15, 20]"
926,S1926,0.5714285714285716,Male,2.7,2.4,2.7,No,81.7,8.8,Fair,5,High School,Good,4,Yes,0.44173441734417346,"(20, 25]"
927,S1927,0.4285714285714284,Female,3.3,4.0,1.9,No,67.1,6.8,Good,0,Bachelor,Good,2,No,0.2344173441734418,"(15, 20]"
928,S1928,0.7142857142857144,Female,2.8,0.2,3.1,No,79.3,6.5,Good,5,High School,Average,2,No,0.5338753387533874,"(20, 25]"
929,S1929,0.0,Female,5.7,2.7,1.4,No,79.0,7.7,Good,0,Master,Average,8,Yes,0.8617886178861789,"(15, 20]"
930,S1930,0.8571428571428572,Male,4.0,0.3,0.6,No,78.4,7.8,Good,1,Master,Good,7,No,0.8577235772357723,"(20, 25]"
931,S1931,0.4285714285714284,Female,4.0,3.4,3.4,Yes,78.0,5.5,Poor,3,Bachelor,Average,7,Yes,0.5772357723577237,"(15, 20]"
932,S1932,0.0,Female,4.4,2.4,1.7,No,78.5,5.9,Fair,0,Bachelor,Average,5,No,0.6856368563685638,"(15, 20]"
933,S1933,0.0,Female,1.8,3.0,2.0,No,81.1,4.9,Good,1,High School,Average,10,No,0.2886178861788618,"(15, 20]"
934,S1934,1.0,Male,5.1,1.5,3.2,No,78.6,7.0,Poor,5,High School,Poor,8,Yes,0.8550135501355014,"(20, 25]"
